league,season,team,player,nation_,pos_,age_,Playing Time_Min,Playing Time_90s,primary_role,secondary_role,role_confidence,role_ambiguity,primary_role_similarity,secondary_role_similarity,finishing_index_role,chance_creation_index,ball_progression_index,passing_security_index,passing_volume_index,crossing_width_index,availability_index_role,discipline_risk_index,role_fit_explainability_score,role_explainability_quality,dominant_tactical_dimension,dominant_tactical_score,role_explanation_text
ESP-La Liga,2324,Barcelona,Vitor Roque,BRA,FW,18.0,328,3.6,,,,,,,71.25005244009559,24.208223972003495,25.523059617547805,56.180518450346035,24.658792650918638,36.92913385826772,29.102362204724407,14.68503937007874,,No role assigned,finishing_index_role,71.25005244009559,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Barcelona,İlkay Gündoğan,GER,MF,32.0,2994,33.3,Creative Playmaker,Attacking Progressor,4.7,95.3,56.1,51.3,65.32913017906944,95.23495827843654,96.1038961038961,78.62082166219267,98.14723320158105,95.17045454545456,96.16600790513834,45.28162055335969,89.98655868150843,High,passing_volume_index,98.14723320158105,Rol explicado principalmente por: Ball Progression P96 · Chance Creation P95 · Passing Security P79
ESP-La Liga,2324,Betis,Abde Ezzalzouli,MAR,FW,21.0,865,9.6,,,,,,,23.732859105989373,42.790901137357835,66.55793025871766,40.78866307703685,61.28608923884514,83.18897637795276,47.10236220472441,58.34645669291339,,No role assigned,crossing_width_index,83.18897637795276,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Abner,BRA,DF,23.0,1400,15.6,Aggressive Defender,Aerial Defender,2.2,97.8,53.2,51.1,28.3458215557819,58.83674288006418,51.45951521402784,40.02767183849043,49.151624548736464,56.51624548736463,49.11913357400722,57.20216606498195,46.868773542175155,High,chance_creation_index,58.83674288006418,Rol explicado principalmente por: Ball Progression P51 · Availability P49 · Passing Security P40
ESP-La Liga,2324,Betis,Aitor Ruibal,ESP,"DF,FW",27.0,1017,11.3,Mobile Forward,Creator Forward,5.8,94.2,38.3,32.5,79.63349059600965,57.204861111111114,54.464285714285715,55.21246693121693,49.739583333333336,40.625,47.03125,37.890625,63.76754580713549,High,finishing_index_role,79.63349059600965,Rol explicado principalmente por: Finishing P80 · Chance Creation P57 · Ball Progression P54
ESP-La Liga,2324,Betis,Andrés Guardado,MEX,MF,36.0,447,5.0,,,,,,,29.507404725557024,33.333333333333336,38.4952004517222,60.96330196909749,36.141304347826086,67.20602766798419,30.158102766798418,60.0296442687747,,No role assigned,crossing_width_index,67.20602766798419,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Assane Diao,SEN,FW,17.0,1048,11.6,Box Finisher,Creator Forward,3.0,97.0,20.2,17.1,40.46235602442184,40.5336832895888,57.12035995500562,67.9164814976134,51.6010498687664,53.976377952755904,50.69291338582677,39.56692913385827,43.89631756661246,High,passing_security_index,67.9164814976134,Rol explicado principalmente por: Availability P51 · Chance Creation P41 · Finishing P40
ESP-La Liga,2324,Betis,Ayoze Pérez,ESP,FW,30.0,2294,25.5,Creator Forward,Creator Forward,3.5,96.5,25.7,22.3,59.93925387078952,68.69641294838146,91.43982002249719,77.99675778886147,85.8267716535433,49.17322834645669,81.96850393700787,39.56692913385827,73.35849561388939,High,ball_progression_index,91.43982002249719,Rol explicado principalmente por: Ball Progression P91 · Chance Creation P69 · Finishing P60
ESP-La Liga,2324,Betis,Borja Iglesias,ESP,FW,30.0,408,4.5,,,,,,,17.4029090883886,55.660542432195975,37.77277840269966,66.41329185877137,33.175853018372706,34.74409448818898,31.748031496062993,51.14173228346457,,No role assigned,passing_security_index,66.41329185877137,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Chadi Riad,MAR,DF,20.0,2164,24.0,Aerial Defender,Aerial Defender,4.9,95.1,43.0,38.1,38.335109650819454,26.919374247894105,33.84734399174832,79.92489611890889,73.43561973525873,31.787003610108304,70.73646209386281,68.4115523465704,61.502900734840004,High,passing_security_index,79.92489611890889,Rol explicado principalmente por: Passing Security P80 · Availability P71 · Ball Progression P34
ESP-La Liga,2324,Betis,Claudio Bravo,CHI,GK,40.0,630,7.0,,,,,,,50.364145658263304,64.4880174291939,64.60584233693477,68.02060122743234,42.296918767507,50.10504201680673,37.92717086834734,65.26610644257703,,No role assigned,passing_security_index,68.02060122743234,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Cédric Bakambu,COD,FW,32.0,194,2.2,,,,,,,24.175159341603507,28.941382327209098,22.283464566929133,22.792654484336,18.818897637795274,31.338582677165356,22.62992125984252,58.34645669291339,,No role assigned,discipline_risk_index,58.34645669291339,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Ezequiel Ávila,ARG,FW,29.0,298,3.3,,,,,,,47.152884128388074,31.46981627296588,32.29471316085489,31.371532426020806,34.028871391076116,46.88976377952756,27.905511811023622,14.68503937007874,,No role assigned,finishing_index_role,47.152884128388074,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Fran Vieites,ESP,GK,24.0,315,3.5,,,,,,,50.364145658263304,42.65483971366325,38.8155262104842,33.38127541163595,27.007469654528478,50.10504201680673,25.854341736694682,65.26610644257703,,No role assigned,discipline_risk_index,65.26610644257703,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Germán Pezzella,ARG,DF,32.0,2767,30.7,Aerial Defender,Ball-Playing Centre-Back,6.7,93.3,39.9,33.2,52.332497991774375,38.34737264340152,54.92521918514698,76.01530299379549,83.2129963898917,45.7129963898917,88.82310469314078,38.664259927797836,73.2545422906944,High,availability_index_role,88.82310469314078,Rol explicado principalmente por: Availability P89 · Passing Security P76 · Ball Progression P55
ESP-La Liga,2324,Betis,Guido Rodríguez,ARG,MF,29.0,1846,20.5,Ball Winner,Attacking Progressor,22.8,77.2,47.2,24.4,64.71969223582774,45.119675010979364,51.094014680971206,70.52054469905791,73.13899868247695,33.70800395256917,65.15810276679842,41.32905138339922,62.25755404894252,High,passing_volume_index,73.13899868247695,Rol explicado principalmente por: Passing Security P71 · Availability P65 · Ball Progression P51
ESP-La Liga,2324,Betis,Hector Bellerin,ESP,DF,28.0,1711,19.0,Aggressive Defender,Aerial Defender,21.3,78.7,40.1,18.8,31.76080923078778,79.3902928198957,74.34760185662712,39.12214251038376,58.604091456077015,60.54151624548737,57.942238267148014,51.42599277978339,57.13732754471963,High,chance_creation_index,79.3902928198957,Rol explicado principalmente por: Ball Progression P74 · Availability P58 · Passing Security P39
ESP-La Liga,2324,Betis,Isco,ESP,MF,31.0,2326,25.8,Creative Playmaker,Attacking Progressor,3.6,96.4,38.8,35.2,72.3700375226604,96.2340799297321,94.13466967814794,58.835222546783314,86.11660079051383,97.23320158102767,78.72529644268774,32.16403162055336,83.06799071822111,High,crossing_width_index,97.23320158102767,Rol explicado principalmente por: Chance Creation P96 · Ball Progression P94 · Passing Security P59
ESP-La Liga,2324,Betis,Johnny Cardoso,USA,MF,21.0,1328,14.8,Ball Winner,Attacking Progressor,19.1,80.9,59.3,40.2,61.515673844393824,58.981115502854635,46.04037267080746,58.27722381686086,51.424571805006586,38.315217391304344,49.59486166007905,55.237154150197625,51.30415271591579,High,finishing_index_role,61.515673844393824,Rol explicado principalmente por: Passing Security P58 · Availability P50 · Ball Progression P46
ESP-La Liga,2324,Betis,Juan Cruz,ESP,FW,23.0,76,0.8,,,,,,,20.25188532771432,21.67104111986002,21.96850393700787,32.70754097279672,16.706036745406823,31.338582677165356,15.984251968503937,69.68503937007874,,No role assigned,discipline_risk_index,69.68503937007874,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Juan Miranda,ESP,DF,23.0,1858,20.6,Aggressive Defender,Ball-Playing Centre-Back,17.8,82.2,60.6,42.9,61.724902490165846,83.50180505415163,84.22898401237751,53.78208486177389,71.2575210589651,78.20397111913357,62.53429602888086,36.08303249097473,66.84845496767741,High,ball_progression_index,84.22898401237751,Rol explicado principalmente por: Ball Progression P84 · Availability P63 · Passing Security P54
ESP-La Liga,2324,Betis,Luiz Felipe,ITA,DF,26.0,360,4.0,,,,,,,31.748348631594173,30.296831127156036,11.325425477050027,61.18106261623345,17.617328519855594,31.787003610108304,17.754512635379065,68.4115523465704,,No role assigned,discipline_risk_index,68.4115523465704,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Luiz Henrique,BRA,FW,22.0,616,6.8,,,,,,,16.155616009872087,78.54768153980753,58.77390326209223,47.77863929407974,49.724409448818896,66.69291338582678,37.1496062992126,58.34645669291339,,No role assigned,chance_creation_index,78.54768153980753,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Marc Bartra,ESP,DF,32.0,225,2.5,,,,,,,46.93625582348439,28.066586442037707,13.398659102630221,56.14618519299824,15.487364620938628,31.787003610108304,14.194945848375454,68.4115523465704,,No role assigned,discipline_risk_index,68.4115523465704,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Marc Roca,ESP,MF,26.0,1980,22.0,Ball Winner,Attacking Progressor,11.2,88.8,40.5,29.3,68.19444150416942,61.55028546332895,74.7953133822699,64.29293005263911,78.55731225296444,60.80780632411068,69.1205533596838,45.28162055335969,69.40293226486426,High,passing_volume_index,78.55731225296444,Rol explicado principalmente por: Ball Progression P75 · Availability P69 · Passing Security P64
ESP-La Liga,2324,Betis,Nabil Fekir,FRA,"MF,FW",30.0,1049,11.7,Creative Playmaker,Ball Winner,10.5,89.5,53.5,43.0,39.72907981094379,68.8912938912939,70.7482993197279,66.657243762333,68.72294372294373,77.5974025974026,52.359307359307365,58.98268398268398,68.7656123244516,High,crossing_width_index,77.5974025974026,Rol explicado principalmente por: Ball Progression P71 · Chance Creation P69 · Passing Security P67
ESP-La Liga,2324,Betis,Pablo Busto,ESP,DF,17.0,44,0.5,,,,,,,37.869335474888956,33.955074207781784,12.119649303764826,7.298707656425948,5.6859205776173285,36.05595667870036,5.184115523465705,75.68592057761734,,No role assigned,discipline_risk_index,75.68592057761734,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Pablo Fornals,ESP,"FW,MF",27.0,1148,12.8,Creative Playmaker,Creative Playmaker,13.1,86.9,68.9,55.9,64.08655401305114,71.23483226266951,81.79871520342613,70.29687154787135,81.94147037830122,83.72591006423983,55.8458244111349,50.42826552462527,74.44347300465566,High,crossing_width_index,83.72591006423983,Rol explicado principalmente por: Ball Progression P82 · Chance Creation P71 · Passing Security P70
ESP-La Liga,2324,Betis,Paul Akouokou,CIV,MF,25.0,27,0.3,,,,,,,34.733201581027664,14.267676767676768,8.448616600790515,60.10218110233685,11.882411067193678,24.073616600790512,9.654150197628459,73.56719367588933,,No role assigned,discipline_risk_index,73.56719367588933,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Ricardo Visus,ESP,DF,22.0,166,1.8,,,,,,,35.42238267148015,16.109105495387084,8.705518308406395,42.604231627556125,10.716004813477738,31.787003610108304,11.104693140794222,75.68592057761734,,No role assigned,discipline_risk_index,75.68592057761734,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Rodri,ESP,"FW,MF",23.0,1051,11.7,Attacking Progressor,Attacking Progressor,1.5,98.5,27.3,25.8,18.235378075937483,48.85795860099929,79.90211073722851,77.24721203304868,75.80299785867237,64.93576017130621,58.308351177730195,71.09207708779444,68.18768906563339,High,ball_progression_index,79.90211073722851,Rol explicado principalmente por: Ball Progression P80 · Passing Volume P76 · Chance Creation P49
ESP-La Liga,2324,Betis,Rui Silva,POR,GK,29.0,2475,27.5,,,,,,,50.364145658263304,42.65483971366325,70.38815526210483,64.81746812233845,77.73109243697479,50.10504201680673,68.01120448179272,28.64145658263305,,No role assigned,passing_volume_index,77.73109243697479,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Sergi Altimira,ESP,MF,21.0,568,6.3,,,,,,,64.54517507041821,28.074220465524817,35.869565217391305,71.17444395820543,36.52009222661397,36.375988142292485,33.50790513833992,65.58794466403162,,No role assigned,passing_security_index,71.17444395820543,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Sokratis Papastathopoulos,GRE,DF,35.0,1136,12.6,Aerial Defender,Aerial Defender,5.0,95.0,32.2,27.2,43.64637518429649,30.966706778981145,20.897369778236204,68.2707215057164,40.324909747292416,31.787003610108304,39.227436823104696,42.148014440433215,42.798509369019094,High,passing_security_index,68.2707215057164,Rol explicado principalmente por: Passing Security P68 · Availability P39 · Ball Progression P21
ESP-La Liga,2324,Betis,William Carvalho,POR,MF,31.0,680,7.6,,,,,,,69.06503996257939,62.532938076416336,51.28458498023715,69.69909198675796,52.11627140974968,31.63290513833992,36.640316205533594,60.0296442687747,,No role assigned,passing_security_index,69.69909198675796,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Betis,Willian José,BRA,FW,31.0,1971,21.9,Box Finisher,Creator Forward,13.8,86.2,62.0,48.2,71.7549832416479,73.56955380577428,63.3408323959505,81.12060098882131,80.43307086614173,52.618110236220474,78.1259842519685,44.803149606299215,74.4835070997969,High,passing_security_index,81.12060098882131,Rol explicado principalmente por: Availability P78 · Chance Creation P74 · Finishing P72
ESP-La Liga,2324,Betis,Youssouf Sabaly,SEN,DF,30.0,1046,11.6,Aggressive Defender,Aerial Defender,32.0,68.0,66.1,34.0,28.3458215557819,67.25230645808263,57.545126353790614,44.71410426439451,42.20818291215404,54.13357400722022,36.30324909747292,62.3826714801444,46.18749323855268,High,chance_creation_index,67.25230645808263,Rol explicado principalmente por: Ball Progression P58 · Passing Security P45 · Availability P36
ESP-La Liga,2324,Celta Vigo,Anastasios Douvikas,GRE,FW,23.0,905,10.1,Box Finisher,Creator Forward,8.7,91.3,35.5,26.8,87.97721494443375,54.90813648293964,45.129358830146224,33.29693713661413,39.43569553805774,46.04330708661417,51.8740157480315,51.14173228346457,64.9197890584683,High,finishing_index_role,87.97721494443375,Rol explicado principalmente por: Finishing P88 · Chance Creation P55 · Availability P52
ESP-La Liga,2324,Celta Vigo,Carl Starfelt,SWE,DF,28.0,2216,24.6,Aerial Defender,Ball-Playing Centre-Back,0.5,99.5,35.8,35.2,62.748330101313805,33.533894905736055,39.98968540484786,71.48674550288992,64.96991576413959,36.05595667870036,73.14801444043323,51.895306859205775,61.54148178272368,High,availability_index_role,73.14801444043323,Rol explicado principalmente por: Availability P73 · Passing Security P71 · Ball Progression P40
ESP-La Liga,2324,Celta Vigo,Carles Pérez,ESP,"MF,DF",25.0,772,8.6,,,,,,,58.60743215760311,71.21609798775154,48.87514060742408,39.40108097158343,34.317585301837276,48.32677165354332,40.07874015748032,54.7244094488189,,No role assigned,chance_creation_index,71.21609798775154,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Carlos Dominguez,ESP,DF,22.0,1584,17.6,Aerial Defender,Ball-Playing Centre-Back,8.0,92.0,45.0,37.0,30.922479855113515,38.31528279181709,56.59618359979372,45.16551671916138,56.32972322503009,39.93682310469314,53.71119133574008,62.3826714801444,51.82429721823172,High,discipline_risk_index,62.3826714801444,Rol explicado principalmente por: Ball Progression P57 · Availability P54 · Passing Security P45
ESP-La Liga,2324,Celta Vigo,Carlos Dotor,ESP,MF,22.0,708,7.9,,,,,,,27.13476064357235,34.57949055775143,34.54968944099379,45.477423344227155,36.43774703557312,54.730731225296445,36.86758893280632,60.0296442687747,,No role assigned,discipline_risk_index,60.0296442687747,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Damián Rodríguez,ESP,MF,20.0,258,2.9,,,,,,,29.88413397456888,59.46969696969697,23.066064370412196,58.44233727522803,30.179512516469035,57.41106719367589,23.50790513833992,65.58794466403162,,No role assigned,discipline_risk_index,65.58794466403162,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Fran Beltrán,ESP,MF,24.0,2428,27.0,Ball Winner,Attacking Progressor,9.7,90.3,44.3,34.6,23.44894035176945,58.432147562582344,77.86561264822136,72.46586746171313,81.86758893280633,72.07262845849803,83.2411067193676,60.0296442687747,77.85752894310069,High,availability_index_role,83.2411067193676,Rol explicado principalmente por: Availability P83 · Ball Progression P78 · Passing Security P72
ESP-La Liga,2324,Celta Vigo,Franco Cervi,ARG,"MF,DF",29.0,546,6.1,,,,,,,37.94953262421145,69.46631671041119,46.00674915635546,48.95043736368465,35.62992125984252,50.59055118110237,34.96062992125985,59.05511811023622,,No role assigned,chance_creation_index,69.46631671041119,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Gabriel Veiga,ESP,FW,21.0,18,0.2,,,,,,,29.118110236220474,14.365704286964132,7.570303712035996,8.95762434579797,8.372703412073491,34.74409448818898,8.456692913385826,69.68503937007874,,No role assigned,discipline_risk_index,69.68503937007874,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Hugo Sotelo,ESP,MF,19.0,721,8.0,,,,,,,29.77878411946518,62.32433025911286,50.09175607001695,67.38376172942282,51.22694334650856,75.25938735177866,37.38142292490118,65.58794466403162,,No role assigned,crossing_width_index,75.25938735177866,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",20.0,762,8.5,,,,,,,70.86695714570766,75.32808398950131,58.43644544431946,55.121565132937434,47.047244094488185,74.8031496062992,38.188976377952756,63.976377952755904,,No role assigned,chance_creation_index,75.32808398950131,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Iago Aspas,ESP,FW,35.0,2707,30.1,Creator Forward,Mobile Forward,0.8,99.2,46.0,45.2,34.69929128360939,96.8766404199475,97.0753655793026,70.56617886268468,98.2283464566929,97.85433070866141,91.10236220472441,7.440944881889763,76.2170990942865,High,passing_volume_index,98.2283464566929,Rol explicado principalmente por: Ball Progression P97 · Chance Creation P97 · Finishing P35
ESP-La Liga,2324,Celta Vigo,Iván Villar,ESP,GK,26.0,1014,11.3,,,,,,,50.364145658263304,58.107687519452234,44.4577831132453,52.07755734321199,46.03174603174603,50.10504201680673,46.10644257703082,38.37535014005602,,No role assigned,chance_creation_index,58.107687519452234,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",27.0,897,10.0,,,,,,,38.00476721167385,48.87436456063907,54.52847805788982,64.92128006463808,51.96078431372549,38.39869281045752,46.9281045751634,64.2156862745098,,No role assigned,passing_security_index,64.92128006463808,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Javier Manquillo,ESP,"DF,MF",29.0,744,8.3,,,,,,,37.7243683543069,41.61220043572985,42.810457516339866,54.01830209640883,46.296296296296305,33.088235294117645,43.071895424836605,47.712418300653596,,No role assigned,passing_security_index,54.01830209640883,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Javier Rueda Garcia,ESP,"MF,DF",21.0,20,0.2,,,,,,,34.488188976377955,14.304461942257218,9.842519685039369,48.36349851763065,9.711286089238845,24.901574803149604,3.9370078740157473,72.24409448818898,,No role assigned,discipline_risk_index,72.24409448818898,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",27.0,1981,22.0,Attacking Progressor,Creative Playmaker,2.2,97.8,38.9,36.8,52.67453835463911,75.20442520442519,82.42115027829313,64.81737983280173,73.6111111111111,58.06277056277057,76.62337662337663,71.15800865800865,77.07889553127647,High,ball_progression_index,82.42115027829313,Rol explicado principalmente por: Ball Progression P82 · Chance Creation P75 · Passing Volume P74
ESP-La Liga,2324,Celta Vigo,Joseph Aidoo,GHA,DF,27.0,407,4.5,,,,,,,31.748348631594173,34.47252306458083,19.473955647240846,37.08505838025828,18.898916967509024,31.787003610108304,19.458483754512635,75.68592057761734,,No role assigned,discipline_risk_index,75.68592057761734,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Jørgen Strand Larsen,NOR,FW,23.0,2863,31.8,Box Finisher,Creator Forward,5.2,94.8,21.9,16.8,61.64397562474877,72.42344706911636,73.30708661417323,58.56124486004277,79.89501312335959,63.0511811023622,96.26771653543308,35.23622047244095,76.77837974309939,High,availability_index_role,96.26771653543308,Rol explicado principalmente por: Availability P96 · Chance Creation P72 · Finishing P62
ESP-La Liga,2324,Celta Vigo,Kevin Vázquez,ESP,DF,30.0,700,7.8,,,,,,,35.71825658577656,41.86522262334537,42.939659618359975,32.12805033042025,28.772563176895307,54.41335740072202,29.90613718411553,57.20216606498195,,No role assigned,discipline_risk_index,57.20216606498195,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Luca de la Torre,USA,MF,25.0,1956,21.7,Attacking Progressor,Creative Playmaker,15.8,84.2,50.2,34.4,53.205445653978266,63.86144049187528,67.93478260869566,50.34349617757041,54.77602108036891,38.401679841897234,71.25494071146245,25.617588932806328,62.190748060313275,High,availability_index_role,71.25494071146245,Rol explicado principalmente por: Ball Progression P68 · Chance Creation P64 · Passing Volume P55
ESP-La Liga,2324,Celta Vigo,Manu Sánchez,ESP,"DF,MF",22.0,1775,19.7,Ball Winner,Creative Playmaker,3.5,96.5,31.3,27.9,27.89464245419762,89.21568627450979,79.6451914098973,54.3756077854247,73.03921568627452,87.90849673202614,74.96732026143792,47.712418300653596,69.66270648558664,High,chance_creation_index,89.21568627450979,Rol explicado principalmente por: Ball Progression P80 · Availability P75 · Passing Security P54
ESP-La Liga,2324,Celta Vigo,Miguel Rodríguez,ESP,MF,20.0,300,3.3,,,,,,,35.3919246751929,28.063241106719367,34.13325804630152,17.881563368748182,22.093214756258238,45.590415019762844,26.53162055335968,60.0296442687747,,No role assigned,discipline_risk_index,60.0296442687747,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",27.0,808,9.0,,,,,,,37.92510018731851,35.257806826434276,54.808590102707754,40.005857825102076,52.61437908496732,66.74836601307189,43.52941176470588,55.06535947712418,,No role assigned,crossing_width_index,66.74836601307189,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Renato Tapia,PER,"MF,DF",28.0,1337,14.9,Ball Winner,Attacking Progressor,19.3,80.7,42.5,23.2,31.575877576706418,44.094488188976385,64.0044994375703,52.55913383727594,64.04199475065617,45.86614173228347,56.220472440944874,20.472440944881882,57.5947019052637,High,passing_volume_index,64.04199475065617,Rol explicado principalmente por: Ball Progression P64 · Availability P56 · Passing Security P53
ESP-La Liga,2324,Celta Vigo,Tadeo Allende,ARG,"MF,FW",24.0,336,3.7,,,,,,,71.24954868342778,22.72727272727273,22.340754483611622,23.512292216852696,18.38023088023088,27.02922077922078,24.329004329004327,58.98268398268398,,No role assigned,finishing_index_role,71.24954868342778,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Unai Núñez,ESP,DF,26.0,2801,31.1,Aerial Defender,Aggressive Defender,11.2,88.8,47.1,35.9,51.81174773747302,48.95707982350582,67.88550799381123,61.88209970959571,88.48977135980745,36.05595667870036,90.28158844765342,51.895306859205775,73.34973205035345,High,availability_index_role,90.28158844765342,Rol explicado principalmente por: Availability P90 · Ball Progression P68 · Passing Security P62
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,ESP,GK,36.0,2403,26.7,,,,,,,50.364145658263304,53.53252412075941,49.97999199679872,53.76979241621873,70.86834733893556,50.10504201680673,65.7142857142857,38.93557422969188,,No role assigned,passing_volume_index,70.86834733893556,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Williot Swedberg,SWE,"FW,MF",19.0,439,4.9,,,,,,,94.36319579373644,35.02260290268856,28.831446925665343,50.85161593107085,27.87294789436117,32.25374732334048,33.46895074946467,59.154175588865094,,No role assigned,finishing_index_role,94.36319579373644,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Yoel Lago,ESP,DF,19.0,90,1.0,,,,,,,35.42238267148015,16.109105495387084,8.241361526560082,66.07700747122466,12.141997593261133,31.787003610108304,7.234657039711192,75.68592057761734,,No role assigned,discipline_risk_index,75.68592057761734,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24.0,2998,33.3,Attacking Progressor,Creative Playmaker,0.9,99.1,47.7,46.8,59.287465425890936,91.43064633260711,98.22595704948647,62.51482491451327,97.1677559912854,96.40522875816994,99.47712418300652,42.48366013071896,95.60811979112633,High,availability_index_role,99.47712418300652,Rol explicado principalmente por: Ball Progression P98 · Passing Volume P97 · Chance Creation P91
ESP-La Liga,2324,Cádiz,Aiham Ousou,SYR,DF,23.0,430,4.8,,,,,,,42.433188135460426,22.053750501403933,18.674574522949975,35.52268655343832,18.49578820697954,31.787003610108304,20.317689530685918,75.68592057761734,,No role assigned,discipline_risk_index,75.68592057761734,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Borja Vázquez,ESP,FW,18.0,4,0.0,,,,,,,29.118110236220474,29.063867016622922,12.564679415073117,22.403175892356682,5.958005249343832,34.74409448818898,4.1732283464566935,69.68503937007874,,No role assigned,discipline_risk_index,69.68503937007874,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Brian Ocampo,URU,"MF,FW",24.0,248,2.8,,,,,,,67.05762949150859,30.242905242905245,27.61286332714904,25.190064070874822,25.487012987012985,55.00541125541125,21.83982683982684,49.729437229437224,,No role assigned,finishing_index_role,67.05762949150859,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Chris Ramos,ESP,"FW,MF",26.0,2612,29.0,Attacking Progressor,Creative Playmaker,12.6,87.4,40.3,27.6,47.105290320039835,45.22959790625744,55.93453655552157,29.745959552073487,60.938615274803716,36.9914346895075,94.796573875803,34.421841541755896,54.03424991219424,High,availability_index_role,94.796573875803,Rol explicado principalmente por: Passing Volume P61 · Ball Progression P56 · Chance Creation P45
