player_name_fbref,season,league,club,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,inefficiency_score,matching_confidence
Cisse Sandra,2023-2024,Eredivisie,Excelsior,MID,20.5,1670,800000.0,2118447.050808511,1318447.0508085112,0.9738268483683825,1.0
Bruno Rodrigues,2023-2024,Liga Portugal,Chaves,DEF,23.0,1352,800000.0,2116324.8507027538,1316324.8507027538,0.9728245746531652,1.0
Bradley Locko,2021-2022,Ligue 1,Reims,DEF,20.1,1011,2000000.0,5251069.540389601,3251069.540389601,0.9652845972740547,1.0
Matthew Hoppe,2020-2021,Bundesliga,Schalke 04,ATT,20.2,1305,4500000.0,11811487.732656945,7311487.732656945,0.9649951977817075,1.0
Anthony Racioppi,2020-2021,Ligue 1,Dijon,GK,22.4,1890,1500000.0,3929932.1781491027,2429932.1781491027,0.9631570601556714,1.0
Mohamed Bamba,2023-2024,Ligue 1,Lorient,ATT,22.5,1138,6000000.0,15675481.307195876,9675481.307195876,0.960338322222773,1.0
Matteo Cancellieri,2023-2024,Serie A,Empoli,ATT,22.3,1788,4800000.0,12535186.168984938,7735186.168984938,0.9599236655195043,1.0
Jamie Leweling,2021-2022,Bundesliga,Greuther Fürth,ATT,21.3,1959,4500000.0,11650835.03285718,7150835.03285718,0.9513004573068891,1.0
Anthony Elanga,2023-2024,Premier League,Nottingham Forest,ATT,22.1,2433,22000000.0,56680094.82676534,34680094.82676534,0.9463806344826189,1.0
Cyril Ngonge,2021-2022,Eredivisie,Groningen,ATT,22.0,1663,1000000.0,2563257.989373606,1563257.9893736062,0.9412791014552795,1.0
Sofiane Alakouch,2020-2021,Ligue 1,Nîmes,DEF,22.9,1505,2000000.0,5125295.502249946,3125295.502249946,0.9410410017779114,1.0
Dávid Strelec,2021-2022,Serie A,Spezia,ATT,21.2,502,1400000.0,3586273.8588502808,2186273.8588502808,0.9406415045387675,1.0
Jay Idzes,2021-2022,Eredivisie,Go Ahead Eagles,DEF,22.0,1517,500000.0,1275598.8834176324,775598.8834176324,0.936562961374376,1.0
Yayah Kallon,2021-2022,Serie A,Genoa,ATT,20.9,636,1500000.0,3802263.983451776,2302263.983451776,0.9301315663335714,1.0
Oihan Sancet,2020-2021,LaLiga,Athletic Club,MID,21.1,1035,3500000.0,8868361.663178274,5368361.663178274,0.9297271053745781,1.0
Reinier,2023-2024,Serie A,Frosinone,MID,22.4,1059,3500000.0,8862132.435875008,5362132.435875008,0.9290244484125374,1.0
Jan Thielmann,2020-2021,Bundesliga,Köln,ATT,19.0,1029,4000000.0,10063442.74291465,6063442.742914651,0.9226149659731355,1.0
Eren Dinkçi,2023-2024,Bundesliga,Heidenheim,ATT,22.5,2650,12000000.0,29939483.741605144,17939483.741605144,0.9142714859554566,1.0
Can Bozdogan,2020-2021,Bundesliga,Schalke 04,MID,20.2,651,2500000.0,6230988.532829417,3730988.532829417,0.9132442613443033,1.0
Aaron Ramsdale,2020-2021,Premier League,Sheffield United,GK,23.0,3420,12000000.0,29835544.239331953,17835544.239331953,0.9107937926597529,1.0
Thibault De Smet,2020-2021,Ligue 1,Reims,DEF,23.0,496,800000.0,1988908.4167660917,1188908.4167660917,0.9107295052622426,1.0
Vangelis Pavlidis,2020-2021,Eredivisie,Willem II,ATT,22.5,2929,2500000.0,6135621.146496015,3635621.1464960147,0.8978205875362697,1.0
Nicholas Gioacchini,2021-2022,Ligue 1,Montpellier,ATT,21.8,497,1500000.0,3669668.6871678764,2169668.6871678764,0.8946362739071372,1.0
Bryan Limbombe,2023-2024,Eredivisie,Heracles Almelo,ATT,23.0,1735,600000.0,1467653.4086643201,867653.4086643201,0.8944904284427704,1.0
Stijn Bultman,2023-2024,Eredivisie,Heracles Almelo,DEF,19.3,1117,650000.0,1588980.7438591474,938980.7438591474,0.8938756851715581,1.0
Lorenzo Colombo,2022-2023,Serie A,Lecce,ATT,21.3,1515,5000000.0,12200057.345857857,7200057.345857857,0.892002739774215,1.0
Mathias Olesen,2022-2023,Bundesliga,Köln,MID,22.3,478,1200000.0,2922980.886176355,1722980.8861763552,0.8902823902020245,1.0
Pedro Pelágio,2020-2021,Liga Portugal,Marítimo,MID,21.1,1383,1000000.0,2423195.780117471,1423195.7801174708,0.8850872392790077,1.0
Joan Gonzàlez,2022-2023,Serie A,Lecce,MID,21.4,2197,6000000.0,14513288.178232292,8513288.178232292,0.8833051866214472,1.0
Leo Greiml,2022-2023,Bundesliga,Schalke 04,DEF,22.0,358,1200000.0,2883697.578269761,1683697.578269761,0.8767517952266655,1.0
Giuliano Simeone,2023-2024,LaLiga,Alavés,ATT,21.5,630,3000000.0,7198207.003540384,4198207.003540384,0.8752196790553981,1.0
Mike Trésor,2020-2021,Eredivisie,Willem II,MID,22.0,2423,2800000.0,6705549.485652079,3905549.485652079,0.8733160478205946,1.0
Filippo Ranocchia,2022-2023,Serie A,Monza,MID,22.1,530,1800000.0,4309208.032631295,2509208.032631295,0.8729674711996012,1.0
Giulian Biancone,2021-2022,Ligue 1,Troyes,DEF,22.2,2292,4000000.0,9527485.954414496,5527485.954414496,0.8678865184296818,1.0
Teden Mengi,2023-2024,Premier League,Luton Town,DEF,22.1,2469,12000000.0,28475956.080388542,16475956.080388542,0.8641534351146269,1.0
Thomas Kristensen,2023-2024,Serie A,Udinese,DEF,22.4,2096,4500000.0,10675614.757512867,6175614.757512867,0.8638847492060542,1.0
Jayden Oosterwolde,2020-2021,Eredivisie,Twente,DEF,20.1,1941,1200000.0,2831720.025456753,1631720.025456753,0.8585627530829107,1.0
Elayis Tavsan,2022-2023,Eredivisie,NEC Nijmegen,ATT,22.1,2539,1400000.0,3299369.330203854,1899369.330203854,0.8572591015275464,1.0
Andrea Cambiaso,2021-2022,Serie A,Genoa,DEF,22.3,1790,5000000.0,11779381.911928153,6779381.911928153,0.856912795136731,1.0
Paul Joly,2022-2023,Ligue 1,Auxerre,DEF,23.0,867,1200000.0,2817962.027326144,1617962.0273261438,0.853692381547793,1.0
Luke Thomas,2020-2021,Premier League,Leicester City,DEF,20.0,969,5000000.0,11726694.71980829,6726694.71980829,0.8524299304563261,1.0
Mamadou Tounkara,2022-2023,Liga Portugal,Vitória Guimarães,DEF,21.5,1048,800000.0,1868096.8510949397,1068096.8510949397,0.8480637372580571,1.0
Marcel Lotka,2021-2022,Bundesliga,Hertha BSC,GK,21.0,885,1300000.0,3015301.277242087,1715301.2772420868,0.8413354868361544,1.0
Mathijs Tielemans,2023-2024,Eredivisie,Vitesse,MID,22.1,1673,800000.0,1854608.6992100656,1054608.6992100656,0.8408172812997634,1.0
Manolo Portanova,2021-2022,Serie A,Genoa,MID,22.0,1322,2500000.0,5786776.186337873,3286776.1863378733,0.8392846147213024,1.0
Wouter Burger,2020-2021,Eredivisie,Sparta Rotterdam,MID,20.3,760,700000.0,1620249.1042660421,920249.1042660421,0.8392548494273857,1.0
Geny Catamo,2022-2023,Liga Portugal,Marítimo,ATT,22.4,342,600000.0,1387766.6255574385,787766.6255574385,0.8385213345075027,1.0
Tiago Gouveia,2022-2023,Liga Portugal,Estoril,ATT,22.0,2382,3500000.0,8056722.007985469,4556722.007985469,0.8337438065376901,1.0
Nicolas Jackson,2023-2024,Premier League,Chelsea,ATT,22.9,2799,35000000.0,80343900.95316997,45343900.95316997,0.8309681218164613,1.0
Enric Llansana,2022-2023,Eredivisie,Go Ahead Eagles,MID,22.2,1123,500000.0,1147472.6396683769,647472.6396683769,0.830708999801999,1.0
Arnau Puigmal,2022-2023,LaLiga,Almería,MID,22.4,763,2000000.0,4581851.926660035,2581851.926660035,0.828956086637529,1.0
Manfred Ugalde,2021-2022,Eredivisie,Twente,ATT,20.0,649,1100000.0,2515562.6095142155,1415562.6095142155,0.8271863003260158,1.0
Zico Buurmeester,2023-2024,Eredivisie,Zwolle,MID,22.0,1362,700000.0,1590570.3549119306,890570.3549119306,0.820767609629554,1.0
Ritsu Doan,2020-2021,Bundesliga,Arminia,ATT,23.0,2768,7000000.0,15815724.945686689,8815724.945686689,0.8150945457719647,1.0
Conor Gallagher,2021-2022,Premier League,Crystal Palace,MID,22.4,2845,25000000.0,56447447.112211615,31447447.112211615,0.8144342408290477,1.0
Lázaro,2022-2023,LaLiga,Almería,ATT,21.3,716,6000000.0,13545690.232127309,7545690.232127309,0.814308963454911,1.0
Andi Zeqiri,2021-2022,Bundesliga,Augsburg,ATT,23.0,1016,2300000.0,5171340.6325197145,2871340.6325197145,0.8102228419353441,1.0
Pablo Torre,2023-2024,LaLiga,Girona,MID,21.2,701,3000000.0,6735849.478787956,3735849.478787956,0.8088316422366084,1.0
Reda Khadra,2023-2024,Ligue 1,Reims,MID,22.9,1368,3000000.0,6730477.796627101,3730477.7966271006,0.8080338475096713,1.0
Javi López,2023-2024,LaLiga,Alavés,DEF,22.2,2386,7500000.0,16806228.440816,9306228.440816,0.8068465376844234,1.0
Ilaix Moriba,2023-2024,LaLiga,Getafe,MID,21.4,605,3000000.0,6721227.086823009,3721227.086823009,0.8066584514029991,1.0
Denis Huseinbasic,2023-2024,Bundesliga,Köln,MID,22.9,1627,4000000.0,8935268.96569805,4935268.96569805,0.8037118895228232,1.0
Quentin Merlin,2021-2022,Ligue 1,Nantes,DEF,20.0,1926,5000000.0,11154664.366638163,6154664.366638163,0.8024198268433818,1.0
Randal Kolo Muani,2020-2021,Ligue 1,Nantes,ATT,22.5,3029,9000000.0,20075158.19273439,11075158.19273439,0.8022585625519554,1.0
Hugo Sotelo,2023-2024,LaLiga,Celta Vigo,MID,20.5,721,2500000.0,5568696.464292216,3068696.464292216,0.8008702667215033,1.0
Denis Huseinbasic,2022-2023,Bundesliga,Köln,MID,22.0,791,5000000.0,11129424.931139676,6129424.931139676,0.8001545831572816,1.0
Gabriele Zappa,2020-2021,Serie A,Cagliari,DEF,21.4,2395,7000000.0,15521209.192444751,8521209.192444751,0.7962972745491133,1.0
Samu Costa,2022-2023,LaLiga,Almería,MID,22.5,1989,5000000.0,11086035.97393457,6086035.97393457,0.7962483835460308,1.0
Arijon Ibrahimović,2023-2024,Serie A,Frosinone,MID,18.5,474,4000000.0,8864890.206778675,4864890.206778675,0.7958041933074398,1.0
Emil Hansson,2020-2021,Eredivisie,Fortuna Sittard,ATT,22.9,1601,850000.0,1882625.4358742177,1032625.4358742177,0.79518624057234,1.0
Thierno Balde,2022-2023,Ligue 1,Troyes,DEF,21.0,2153,4000000.0,8842402.90469116,4842402.90469116,0.7932643003904527,1.0
Eberechi Eze,2020-2021,Premier League,Crystal Palace,MID,22.9,2559,20000000.0,44158467.94432921,24158467.94432921,0.7920524345233773,1.0
Javi Martínez,2021-2022,LaLiga,Osasuna,MID,22.4,879,2500000.0,5518836.960423894,3018836.960423894,0.791876410640036,1.0
Issa Kaboré,2021-2022,Ligue 1,Troyes,DEF,21.0,2254,4000000.0,8819958.765745351,4819958.765745351,0.7907228338023202,1.0
Caleb Okoli,2023-2024,Serie A,Frosinone,DEF,22.9,2914,8000000.0,17621004.97378576,9621004.973785762,0.7896501131713887,1.0
William Mikelbrencis,2021-2022,Ligue 1,Metz,DEF,18.3,610,2000000.0,4387854.783803681,2387854.783803681,0.7856932673682486,1.0
Conor Gallagher,2020-2021,Premier League,West Brom,MID,21.3,2531,15000000.0,32835050.40044116,17835050.40044116,0.7834463535004481,1.0
Nikola Soldo,2022-2023,Bundesliga,Köln,DEF,22.4,593,1500000.0,3281698.5084852437,1781698.5084852437,0.782896018208902,1.0
Jeremy Antonisse,2022-2023,Eredivisie,Emmen,ATT,21.2,802,500000.0,1091851.7754389003,591851.7754389003,0.7810223118920252,1.0
Clemens Riedel,2023-2024,Bundesliga,Darmstadt 98,DEF,20.9,755,2000000.0,4337229.612624851,2337229.612624851,0.7740886256229835,1.0
Tomáš Suslov,2020-2021,Eredivisie,Groningen,MID,19.0,1483,1600000.0,3463041.208557888,1863041.208557888,0.7721435357739441,1.0
Dion Lopy,2021-2022,Ligue 1,Reims,MID,20.3,1642,2500000.0,5405994.904638254,2905994.904638254,0.7712177734414123,1.0
Josh Maja,2020-2021,Premier League,Fulham,ATT,22.4,810,5000000.0,10744438.88154766,5744438.88154766,0.7649503949424545,1.0
Yoann Cathline,2022-2023,Ligue 1,Lorient,ATT,20.9,1090,2000000.0,4288345.2066342635,2288345.2066342635,0.7627537452466928,1.0
Charles Abi,2020-2021,Ligue 1,Saint-Étienne,ATT,21.1,912,3000000.0,6426526.898949935,3426526.898949935,0.7618219635209833,1.0
Benjamin Tahirovic,2022-2023,Serie A,Roma,MID,20.3,355,1500000.0,3212845.179294359,1712845.179294359,0.7616917851485461,1.0
Yan Couto,2022-2023,LaLiga,Girona,MID,21.0,1158,4000000.0,8560054.594299732,4560054.594299732,0.7608122068521759,1.0
Zito Luvumbo,2023-2024,Serie A,Cagliari,ATT,22.2,1946,7500000.0,16044056.495045332,8544056.495045332,0.760435448616219,1.0
Paulo Eduardo,2022-2023,Liga Portugal,Santa Clara,DEF,21.3,481,600000.0,1282178.2894792536,682178.2894792536,0.7593860439516167,1.0
Xavier Mbuyamba,2022-2023,Eredivisie,Volendam,DEF,21.5,2499,2000000.0,4265312.499877698,2265312.499877698,0.7573682684797589,1.0
Úmaro Embaló,2022-2023,Eredivisie,Fortuna Sittard,ATT,22.1,1470,1000000.0,2125601.827264881,1125601.8272648812,0.7540549751097299,1.0
Sergio Camello,2022-2023,LaLiga,Rayo Vallecano,ATT,22.3,2401,10000000.0,21217873.473834332,11217873.473834332,0.752258821872946,1.0
Azzedine Ounahi,2021-2022,Ligue 1,Angers,MID,22.1,1633,3000000.0,6358424.807050976,3358424.807050976,0.7511683861608525,1.0
Jaouen Hadjam,2022-2023,Ligue 1,Nantes,DEF,20.3,805,2000000.0,4234492.5497559905,2234492.5497559905,0.7501163174027425,1.0
Vitalie Damașcan,2020-2021,Eredivisie,RKC Waalwijk,ATT,22.3,553,600000.0,1269796.3063450677,669796.3063450677,0.749682122668176,1.0
Syb Van Ottele,2023-2024,Eredivisie,Heerenveen,DEF,22.3,1429,700000.0,1479632.0678692798,779632.0678692798,0.7484683980169322,1.0
Thomas Buitink,2020-2021,Eredivisie,Vitesse,ATT,20.9,305,700000.0,1477880.426919736,777880.426919736,0.7472838612432451,1.0
Tiago Santos,2022-2023,Liga Portugal,Estoril,DEF,20.9,2419,3500000.0,7367671.23616145,3867671.23616145,0.7443387089628537,1.0
Andrea Carboni,2021-2022,Serie A,Cagliari,DEF,21.3,2215,5000000.0,10468806.546211397,5468806.546211397,0.7389621180057997,1.0
Check Keita,2022-2023,Ligue 1,Reims,DEF,20.2,682,1500000.0,3137635.0122702564,1637635.0122702564,0.7380042272231808,1.0
Alidu Seidu,2021-2022,Ligue 1,Clermont Foot,DEF,22.0,1410,2000000.0,4170006.953665944,2170006.953665944,0.7347705227951646,1.0
Carlos Dominguez,2020-2021,LaLiga,Celta Vigo,DEF,20.4,360,1500000.0,3124857.121779881,1624857.121779881,0.7339234530045236,1.0
Kilian Ludewig,2020-2021,Bundesliga,Schalke 04,DEF,21.3,520,1500000.0,3124277.7904791594,1624277.7904791594,0.7337380413241821,1.0
Enzo Barrenechea,2023-2024,Serie A,Frosinone,MID,23.0,2811,7500000.0,15596920.070064785,8096920.070064785,0.7321704428149776,1.0
Mateo Klimowicz,2021-2022,Bundesliga,Stuttgart,MID,21.9,603,2000000.0,4144203.698192099,2144203.698192099,0.728563478158307,1.0
Evann Guessand,2021-2022,Ligue 1,Nice,ATT,20.9,438,3000000.0,6196829.529703201,3196829.529703201,0.7254255064137585,1.0
Rocco Reitz,2023-2024,Bundesliga,Gladbach,MID,22.0,2136,10000000.0,20531528.482402436,10531528.482402436,0.7193765864297141,1.0
Leonardo Campana,2020-2021,Liga Portugal,Famalicão,ATT,20.8,330,1200000.0,2462588.762691052,1262588.7626910522,0.7188915823833835,1.0
Rémy Vita,2022-2023,Eredivisie,Fortuna Sittard,DEF,22.2,1192,700000.0,1430438.615675764,730438.6156757639,0.7146560654290681,1.0
Elayis Tavsan,2021-2022,Eredivisie,NEC Nijmegen,ATT,21.1,2242,1400000.0,2860724.012204083,1460724.0122040831,0.7146025072935185,1.0
Tijs Velthuis,2023-2024,Eredivisie,Sparta Rotterdam,DEF,22.4,1762,800000.0,1630235.3424456886,830235.3424456886,0.711867937579342,1.0
Patrick Wimmer,2021-2022,Bundesliga,Arminia,ATT,21.0,2052,8000000.0,16299219.948550442,8299219.948550442,0.7116757090705992,1.0
Lequincio Zeefuik,2023-2024,Eredivisie,Volendam,ATT,19.5,773,1000000.0,2037180.8221297858,1037180.8221297858,0.7115669021462772,1.0
Marouan Azarkan,2022-2023,Eredivisie,Excelsior,ATT,21.5,1832,2000000.0,4070642.4002571716,2070642.4002571716,0.7106536443404927,1.0
Tyler Roberts,2020-2021,Premier League,Leeds United,ATT,22.4,1340,6000000.0,12209777.767837483,6209777.767837483,0.7104776178966095,1.0
Matteo Ruggeri,2021-2022,Serie A,Salernitana,DEF,19.9,676,2000000.0,4051226.968068365,2051226.968068365,0.7058726097554882,1.0
Benedict Hollerbach,2023-2024,Bundesliga,Union Berlin,ATT,23.0,1282,4000000.0,8097455.602918884,4097455.602918884,0.7052555281150745,1.0
Erling Haaland,2022-2023,Premier League,Manchester City,ATT,22.9,2769,180000000.0,363551387.58079416,183551387.58079416,0.7029638049522333,1.0
Ibrahim Sulemana,2023-2024,Serie A,Cagliari,MID,21.0,1339,4000000.0,8061991.150368351,4061991.1503683506,0.7008662058776753,1.0
Tom Krauß,2022-2023,Bundesliga,Schalke 04,MID,22.0,2514,7000000.0,14101705.732707255,7101705.732707255,0.7003856149629204,1.0
Hans Nicolussi Caviglia,2022-2023,Serie A,Salernitana,MID,23.0,586,2000000.0,4026389.0669099716,2026389.0669099716,0.6997227805651924,1.0
Raoul Bellanova,2021-2022,Serie A,Cagliari,MID,22.1,2496,7000000.0,14069707.506011806,7069707.506011806,0.6981139333695996,1.0
Vivaldo Semedo,2023-2024,Eredivisie,Volendam,ATT,19.3,626,500000.0,1002446.5825858805,502446.58258588053,0.695590775135269,1.0
Kristoffer Askildsen,2021-2022,Serie A,Sampdoria,MID,21.4,754,1800000.0,3605245.1367777977,1805245.1367777977,0.694603102629145,1.0
Dwight McNeil,2020-2021,Premier League,Burnley,ATT,21.5,3069,22000000.0,44049649.27099201,22049649.27099201,0.6942749369261598,1.0
Ivor Pandur,2020-2021,Serie A,Hellas Verona,GK,21.2,332,1000000.0,1998759.7306702763,998759.7306702763,0.6925268535320512,1.0
Yoram Zague,2023-2024,Ligue 1,Paris Saint-Germain,DEF,18.1,373,2500000.0,4984411.05315906,2484411.05315906,0.6900245207605309,1.0
Josh Sargent,2020-2021,Bundesliga,Werder Bremen,ATT,21.3,2506,8000000.0,15933315.418140879,7933315.418140879,0.6889706847643691,1.0
Niklas Tauer,2021-2022,Bundesliga,Mainz 05,MID,21.3,487,1500000.0,2986772.607812803,1486772.6078128028,0.6887283009473641,1.0
Renato Junior,2021-2022,Liga Portugal,Portimonense,ATT,19.6,341,500000.0,992151.0836337758,492151.0836337758,0.6852672993160791,1.0
Thomas Buitink,2020-2021,Eredivisie,Zwolle,ATT,20.9,584,700000.0,1388268.7909706794,688268.7909706794,0.6847324407120272,1.0
Nicolas Madsen,2021-2022,Eredivisie,Heerenveen,MID,22.2,1672,750000.0,1487300.541726117,737300.541726117,0.6846448323027268,1.0
Josh Sargent,2021-2022,Premier League,Norwich City,ATT,22.3,1572,7000000.0,13879742.96005517,6879742.960055171,0.684520287123858,1.0
Mats Knoester,2020-2021,Eredivisie,Heracles Almelo,DEF,22.5,1993,1000000.0,1976486.8532321178,976486.8532321178,0.6813209521929515,1.0
Ali Akman,2021-2022,Eredivisie,NEC Nijmegen,ATT,20.1,1569,1200000.0,2368033.025445115,1168033.0254451148,0.6797381066867665,1.0
Tom Krauß,2023-2024,Bundesliga,Mainz 05,MID,22.9,1346,4000000.0,7833379.922590475,3833379.9225904746,0.672099718909168,1.0
Jayden Bogle,2020-2021,Premier League,Sheffield United,DEF,20.9,1110,7000000.0,13680592.010554502,6680592.010554502,0.6700680378280577,1.0
Arthur Sales,2022-2023,Liga Portugal,Paços de Ferreira,ATT,20.8,364,500000.0,976171.1464463072,476171.1464463072,0.6690298275834952,1.0
Yasser Larouci,2022-2023,Ligue 1,Troyes,DEF,22.5,1797,3500000.0,6810044.784699513,3310044.7846995126,0.6656357279586018,1.0
Borja Sainz,2020-2021,LaLiga,Alavés,ATT,20.3,453,2000000.0,3886429.6749280686,1886429.6749280686,0.6643437342592371,1.0
Anthony Rouault,2022-2023,Ligue 1,Toulouse,DEF,22.1,3314,10000000.0,19422497.245075244,9422497.245075244,0.663846953006459,1.0
Cheick Doucouré,2020-2021,Ligue 1,Lens,MID,21.4,2627,6000000.0,11642021.695860371,5642021.695860371,0.662861643205078,1.0
Arjen van der Heide,2020-2021,Eredivisie,Heerenveen,ATT,19.5,637,600000.0,1163139.8903096516,563139.8903096516,0.6619487740841539,1.0
Terem Moffi,2020-2021,Ligue 1,Lorient,ATT,22.0,2073,10000000.0,19372259.35018364,9372259.35018364,0.6612570193462126,1.0
Arda Güler,2023-2024,LaLiga,Real Madrid,MID,19.3,377,30000000.0,58086960.78145449,28086960.78145449,0.660743829838708,1.0
Naci Ünüvar,2023-2024,Eredivisie,Twente,ATT,21.0,508,2500000.0,4838083.191792923,2338083.191792923,0.6602278756583821,1.0
Gvidas Gineitis,2023-2024,Serie A,Torino,MID,20.1,538,2000000.0,3861826.1094862735,1861826.1094862735,0.6579929764063355,1.0
Ismaël Doukouré,2022-2023,Ligue 1,Strasbourg,DEF,19.9,2297,6000000.0,11490482.869499542,5490482.869499542,0.6497596469453573,1.0
Liam van Gelderen,2022-2023,Eredivisie,Groningen,DEF,22.3,1067,600000.0,1145424.8976124206,545424.8976124206,0.6466012815533055,1.0
Arnau Martinez,2022-2023,LaLiga,Girona,DEF,20.1,2732,15000000.0,28556723.557048675,13556723.557048675,0.6438422083963182,1.0
Jurgen Ekkelenkamp,2021-2022,Bundesliga,Hertha BSC,MID,22.2,718,3500000.0,6656815.879667289,3156815.8796672886,0.6428783055864749,1.0
João Marques,2023-2024,Liga Portugal,Estoril,ATT,22.3,1969,3500000.0,6647976.614748958,3147976.6147489576,0.6415495714145525,1.0
Brian Brobbey,2021-2022,Eredivisie,Ajax,ATT,20.3,399,9000000.0,17082350.7897584,8082350.789758399,0.6408212356143039,1.0
Antoine Colassin,2022-2023,Eredivisie,Heerenveen,ATT,22.3,747,650000.0,1231935.6431800427,581935.6431800427,0.6393695421608108,1.0
Jean-Manuel Mbom,2020-2021,Bundesliga,Werder Bremen,DEF,21.3,1160,3000000.0,5684379.516145175,2684379.5161451753,0.639109688539957,1.0
Daan Huisman,2021-2022,Eredivisie,Vitesse,MID,19.9,891,500000.0,943353.1737713661,443353.1737713661,0.6348326355922733,1.0
Tom Louchet,2023-2024,Ligue 1,Nice,MID,21.1,409,3000000.0,5654873.779306036,2654873.7793060364,0.6339055004574234,1.0
Ronaël Pierre-Gabriel,2020-2021,Ligue 1,Brest,DEF,23.0,2305,4000000.0,7512202.438022813,3512202.438022813,0.6302343290415493,1.0
Eric Martel,2023-2024,Bundesliga,Köln,MID,22.1,2457,7500000.0,14082660.928288957,6582660.928288957,0.6300412987161135,1.0
Luka Ilić,2020-2021,Eredivisie,Twente,MID,21.9,1308,950000.0,1780608.3450969497,830608.3450969497,0.6282483672109365,1.0
Samuel Lino,2021-2022,Liga Portugal,Gil Vicente FC,ATT,22.4,2958,7000000.0,13074989.158676041,6074989.158676041,0.6247910317309735,1.0
Lameck Banda,2022-2023,Serie A,Lecce,ATT,22.4,1636,4000000.0,7455492.738933062,3455492.738933062,0.622656680007605,1.0
